# feature_gene,class_gene,start,end,strand,symbol,locus_tag,feature_interval_length,attributes_gene,# feature_product,class_product,product_accession_product,name_product,product_length_product,attributes_product
gene,protein_coding,249856,251202,-,nfeD,PP_0200,1347,,CDS,with_protein,AAN65833.1,"putative membrane bound peptidase, nefD",448.0,
gene,protein_coding,251268,251759,+,,PP_0201,492,,CDS,with_protein,AAN65834.1,conserved protein of unknown function,163.0,
gene,protein_coding,251821,252063,+,,PP_5432,243,,CDS,with_protein,AMM02761.1,conserved protein of unknown function,80.0,
gene,protein_coding,252133,252771,+,,PP_5433,639,,CDS,with_protein,AMM02762.1,putative NADH:ubiquinone oxidoreductase subunit 2,212.0,
gene,protein_coding,252778,253215,-,,PP_0202,438,,CDS,with_protein,AAN65835.1,CBS domain-containing protein,145.0,
gene,protein_coding,253386,255116,-,,PP_0203,1731,,CDS,with_protein,AAN65836.1,putative dipeptidase,576.0,
gene,tRNA,255279,255355,-,,PP_t74,77,,tRNA,,,tRNA-Arg,,
gene,protein_coding,255569,256318,+,,PP_0204,750,,CDS,with_protein,AAN65837.1,"Transcriptional regulator, GntR family",249.0,
gene,protein_coding,256315,258039,+,,PP_0205,1725,,CDS,with_protein,AAN65838.1,putative Oxidoreductase,574.0,
gene,protein_coding,258102,258347,+,,PP_0206,246,,CDS,with_protein,AAN65839.1,"Ferredoxin, 4Fe-4S",81.0,
gene,protein_coding,258467,259873,+,,PP_0207,1407,,CDS,with_protein,AAN65840.1,"putative Nitrate ABC transporter, periplasmic nitrate-binding protein",468.0,
gene,protein_coding,259889,260671,+,,PP_0208,783,,CDS,with_protein,AAN65841.1,"putative Nitrate ABC transporter, permease protein",260.0,
gene,protein_coding,260671,261522,+,tauB-I,PP_0209,852,,CDS,with_protein,AAN65842.1,ATP-binding taurine transporter subunit,283.0,
gene,protein_coding,261519,262484,+,,PP_0210,966,,CDS,with_protein,AAN65843.1,putative Phycobiliprotein,321.0,
gene,protein_coding,262484,262765,+,,PP_0211,282,,CDS,with_protein,AAN65844.1,conserved protein of unknown function,93.0,
gene,pseudogene,262781,262915,+,,PP_5434,135,pseudo,,,,,,
gene,pseudogene,262848,262961,+,,PP_0212,114,pseudo,,,,,,
gene,protein_coding,263250,264692,+,gabD-I,PP_0213,1443,,CDS,with_protein,AAN65845.1,succinate-semialdehyde dehydrogenase (NADP+),480.0,
gene,snoRNA,264770,264831,+,,PP_mr03,62,,ncRNA,snoRNA,,gabT regulatory region,,
gene,protein_coding,264875,266152,+,gabT,PP_0214,1278,,CDS,with_protein,AAN65846.1,4-aminobutyrate aminotransferase,425.0,
gene,protein_coding,266291,267550,+,,PP_0215,1260,,CDS,with_protein,AAN65847.1,Response regulator,419.0,
gene,protein_coding,267641,268669,-,,PP_0216,1029,,CDS,with_protein,AAN65848.2,putative sensory box/GGDEF family protein,342.0,
gene,protein_coding,268769,269953,-,desA,PP_0217,1185,,CDS,with_protein,AAN65849.1,delta-9 fatty acid desaturase,394.0,
gene,protein_coding,270100,271995,+,,PP_0218,1896,,CDS,with_protein,AAN65850.1,Sensory box protein,631.0,
gene,protein_coding,272024,272668,-,metP,PP_0219,645,,CDS,with_protein,AAN65851.1,"L,D-methionine D-methionine ABC transporter - permease subunit",214.0,
gene,protein_coding,272658,273767,-,metNB,PP_0220,1110,,CDS,with_protein,AAN65852.1,methionine import ATP-binding protein metN2,369.0,
gene,protein_coding,273769,274569,-,,PP_0221,801,,CDS,with_protein,AAN65853.1,methionine ABC transporter periplasmic-binding lipoprotein (metQ-like protein),266.0,
gene,protein_coding,274562,275947,-,,PP_0222,1386,,CDS,with_protein,AAN65854.1,"Monooxygenase, DszA family",461.0,
gene,protein_coding,275947,277167,-,,PP_0223,1221,,CDS,with_protein,AAN65855.1,"Monooxygenase, DszC family",406.0,
gene,protein_coding,277264,278505,-,,PP_0224,1242,,CDS,with_protein,AAN65856.1,"Monooxygenase, DszC family",413.0,
gene,protein_coding,278819,279577,-,sctC,PP_0225,759,,CDS,with_protein,AAN65857.1,sulfur compound ABC transporter - ATP-binding subunit,252.0,
gene,protein_coding,279580,280248,-,sctS,PP_0226,669,,CDS,with_protein,AAN65858.1,sulfur compound ABC transporter - permease subunit,222.0,
gene,protein_coding,280245,281039,-,fliY,PP_0227,795,,CDS,with_protein,AAN65859.1,periplasmic cystine-binding protein,264.0,
gene,protein_coding,281348,282280,+,,PP_0228,933,,CDS,with_protein,AAN65860.2,putative serine acetyltransferase,310.0,
gene,protein_coding,282550,284553,+,betT-II,PP_0229,2004,,CDS,with_protein,AAN65861.2,choline/carnitine/betaine transporter,667.0,
gene,protein_coding,284616,285449,-,atsK,PP_0230,834,,CDS,with_protein,AAN65862.1,alpha-ketoglutarate-dependent sulfonate dioxygenase,277.0,
gene,protein_coding,285498,286337,-,tauC,PP_0231,840,,CDS,with_protein,AAN65863.1,taurine ABC transporter permease subunit,279.0,
gene,protein_coding,286334,287122,-,tauB-II,PP_0232,789,,CDS,with_protein,AAN65864.1,ATP-binding taurine transporter subunit,262.0,
gene,protein_coding,287136,288107,-,tauA,PP_0233,972,,CDS,with_protein,AAN65865.1,taurine ABC transporter periplasmic binding subunit,323.0,
gene,protein_coding,288582,289916,+,oprE,PP_0234,1335,,CDS,with_protein,AAN65866.1,outer-membrane porin E,444.0,
gene,protein_coding,290082,290720,+,,PP_0235,639,,CDS,with_protein,AAN65867.1,Peroxidase,212.0,
gene,protein_coding,290940,291533,+,ssuE,PP_0236,594,,CDS,with_protein,AAN65868.1,NAD(P)H-dependent FMN reductase subunit,197.0,
gene,protein_coding,291619,292584,+,ssuA,PP_0237,966,,CDS,with_protein,AAN65869.1,aliphatic sulfonate ABC transporter - periplasmic binding protein / transport of isethionate,321.0,
gene,protein_coding,292644,293792,+,ssuD,PP_0238,1149,,CDS,with_protein,AAN65870.1,alkanesulfonate monooxygenase,382.0,
gene,protein_coding,293803,294600,+,ssuC,PP_0239,798,,CDS,with_protein,AAN65871.1,aliphatic sulfonate ABC transporter - permease subunit / transport of isethionate,265.0,
gene,protein_coding,294597,295409,+,ssuB,PP_0240,813,,CDS,with_protein,AAN65872.1,Aliphatic sulfonates import ATP-binding protein SsuB,270.0,
gene,protein_coding,295437,295652,+,,PP_0241,216,,CDS,with_protein,AAN65873.1,Transporter,71.0,
gene,protein_coding,295794,296426,-,,PP_0242,633,,CDS,with_protein,AAN65874.1,"Transcriptional regulator, TetR family",210.0,
gene,protein_coding,296426,298003,-,gshA,PP_0243,1578,,CDS,with_protein,AAN65875.1,Glutamate--cysteine ligase,525.0,
gene,protein_coding,298157,298540,-,,PP_0244,384,,CDS,with_protein,AAN65876.1,conserved protein of unknown function,127.0,
gene,protein_coding,298540,301125,-,yhgF,PP_0245,2586,,CDS,with_protein,AAN65877.1,putative transcriptional accessory protein,861.0,
gene,protein_coding,301082,301822,+,ompR,PP_0246,741,,CDS,with_protein,AAN65878.1,two-component system DNA-binding response transcriptional dual regulator,246.0,
gene,protein_coding,301836,303149,+,envZ,PP_0247,1314,,CDS,with_protein,AAN65879.1,Osmolarity sensor protein EnvZ,437.0,
gene,protein_coding,303247,304152,-,rimK,PP_0248,906,,CDS,with_protein,AAN65880.1,Probable alpha-L-glutamate ligase,301.0,
gene,protein_coding,304149,304769,-,,PP_0249,621,,CDS,with_protein,AAN65881.1,conserved protein of unknown function,206.0,
gene,protein_coding,304741,305142,+,hslR,PP_0250,402,,CDS,with_protein,AAN65882.1,heat shock protein Hsp15 involved in ribosome recycling,133.0,
gene,protein_coding,305171,305965,-,,PP_0251,795,,CDS,with_protein,AAN65883.1,conserved membrane protein of unknown function,264.0,
gene,protein_coding,306086,306985,+,hslO,PP_0252,900,,CDS,with_protein,AAN65884.1,33 kDa chaperonin,299.0,
gene,pseudogene,307129,308705,+,pck,PP_0253,1577,pseudo,,,,,,
gene,protein_coding,308854,309294,+,,PP_0254,441,,CDS,with_protein,AAN65885.1,conserved protein of unknown function,146.0,
gene,protein_coding,309351,309833,-,,PP_0255,483,,CDS,with_protein,AAN65886.1,conserved exported protein of unknown function,160.0,
gene,protein_coding,310030,312375,-,,PP_0256,2346,,CDS,with_protein,AAN65887.1,putative oxidoreductase,781.0,
gene,protein_coding,312381,313211,-,fdhD,PP_0257,831,,CDS,with_protein,AAN65888.1,protein sulfur transferase,276.0,
gene,protein_coding,313387,313827,+,ygaU,PP_0258,441,,CDS,with_protein,AAN65889.1,regulator of murein cross-linking,146.0,
gene,protein_coding,313878,314540,-,yrfG,PP_0259,663,,CDS,with_protein,AAN65890.1,purine nucleotidase,220.0,
gene,protein_coding,314605,315171,+,nudE,PP_0260,567,,CDS,with_protein,AAN65891.1,ADP-sugar pyrophosphorylase,188.0,
gene,protein_coding,315186,315986,+,cysQ,PP_0261,801,,CDS,with_protein,AAN65892.1,"adenosine-3'(2'),5'-bisphosphate nucleotidase",266.0,
gene,protein_coding,316069,316524,-,,PP_0262,456,,CDS,with_protein,AAN65893.1,conserved protein of unknown function,151.0,
gene,protein_coding,316524,317930,-,dctD-I,PP_0263,1407,,CDS,with_protein,AAN65894.1,C4-dicarboxylate transport transcriptional regulatory protein,468.0,
gene,protein_coding,317927,319741,-,,PP_0264,1815,,CDS,with_protein,AAN65895.1,Sensor histidine kinase,604.0,
gene,protein_coding,319784,320329,-,rmlC,PP_0265,546,,CDS,with_protein,AAN65896.1,"dTDP-4-dehydrorhamnose 3,5-epimerase",181.0,
gene,protein_coding,320607,321713,+,aguA,PP_0266,1107,,CDS,with_protein,AAN65897.1,Agmatine deiminase,368.0,
gene,protein_coding,322171,324240,-,,PP_0267,2070,,CDS,with_protein,AAN65898.1,putative Outer membrane ferric siderophore receptor,689.0,
gene,protein_coding,324715,326034,+,oprQ,PP_0268,1320,,CDS,with_protein,AAN65899.1,outer-membrane porin D,439.0,
gene,protein_coding,326065,327732,-,,PP_0269,1668,,CDS,with_protein,AAN65900.1,"putative Glutamate synthase, large subunit",555.0,
gene,protein_coding,327882,329249,-,,PP_0270,1368,,CDS,with_protein,AAN65901.1,Sensor histidine kinase,455.0,
gene,protein_coding,329251,329970,-,gltR-I,PP_0271,720,,CDS,with_protein,AAN65902.1,DNA-binding response regulator,239.0,
gene,protein_coding,330111,332408,+,,PP_0272,2298,,CDS,with_protein,AAN65903.1,Outer membrane ferric siderophore receptor,765.0,
gene,protein_coding,332474,332686,-,,PP_0273,213,,CDS,with_protein,AAN65904.1,conserved protein of unknown function,70.0,
gene,protein_coding,332862,333215,+,,PP_5435,354,,CDS,with_protein,AMM02763.1,conserved protein of unknown function,117.0,
gene,protein_coding,333257,333730,+,,PP_0274,474,,CDS,with_protein,AAN65905.2,putative transcriptional regulator containing HTH domain,157.0,
gene,pseudogene,333711,333989,-,,PP_5436,279,pseudo,,,,,,
gene,protein_coding,334150,334365,+,,PP_0275,216,,CDS,with_protein,AAN65906.1,conserved protein of unknown function,71.0,
gene,protein_coding,334362,334685,-,,PP_0276,324,,CDS,with_protein,AAN65907.1,"Transcriptional regulator, Cro/CI family",107.0,
gene,tRNA,334973,335048,-,,PP_t73,76,,tRNA,,,tRNA-Thr,,
gene,protein_coding,335147,335395,-,,PP_0277,249,,CDS,with_protein,AAN65908.1,conserved exported protein of unknown function,82.0,
gene,protein_coding,335599,335781,-,,PP_5437,183,,CDS,with_protein,AMM02764.1,protein of unknown function,60.0,
gene,snoRNA,335774,335862,+,,PP_mr04,89,,ncRNA,snoRNA,,C4 ncRNA,,
gene,protein_coding,335916,336152,+,,PP_0278,237,,CDS,with_protein,AAN65909.1,conserved protein of unknown function,78.0,
gene,protein_coding,336545,337750,-,,PP_0279,1206,,CDS,with_protein,AAN65910.1,conserved protein of unknown function,401.0,
gene,protein_coding,337879,338568,-,,PP_0280,690,,CDS,with_protein,AAN65911.1,"Amino acid ABC transporter, permease protein",229.0,
gene,protein_coding,338568,339260,-,,PP_0281,693,,CDS,with_protein,AAN65912.1,"Amino acid ABC transporter, permease protein",230.0,
gene,protein_coding,339315,340067,-,artJ,PP_0282,753,,CDS,with_protein,AAN65913.1,L-arginine ABC transporter - periplasmic binding subunit,250.0,
gene,protein_coding,340079,340852,-,aotP,PP_0283,774,,CDS,with_protein,AAN65914.1,Arginine/ornithine transport ATP-binding protein AotP,257.0,
gene,protein_coding,340930,341106,-,,PP_5438,177,,CDS,with_protein,AMM02765.1,conserved protein of unknown function,58.0,
gene,protein_coding,341484,342869,+,gabP-I,PP_0284,1386,,CDS,with_protein,AAN65915.1,gamma-aminobutyrate permease,461.0,
gene,protein_coding,343001,343444,-,,PP_5439,444,,CDS,with_protein,AMM02766.1,conserved protein of unknown function,147.0,
gene,protein_coding,343684,343911,+,,PP_5440,228,,CDS,with_protein,AMM02767.1,conserved protein of unknown function,75.0,
gene,tRNA,344100,344175,-,,PP_t72,76,,tRNA,,,tRNA-Phe,,
gene,protein_coding,344266,344538,-,,PP_0285,273,,CDS,with_protein,AAN65916.1,Fe(2+)-trafficking protein,90.0,
gene,protein_coding,344535,345602,-,mutY,PP_0286,1068,,CDS,with_protein,AAN65917.1,adenine glycosylase,355.0,
gene,protein_coding,345599,347845,-,,PP_0287,2247,,CDS,with_protein,AAN65918.1,conserved exported protein of unknown function,748.0,
gene,protein_coding,348114,349775,+,,PP_0288,1662,,CDS,with_protein,AAN65919.1,putative Oxalate/formate antiporter,553.0,
gene,protein_coding,349955,350587,+,hisB,PP_0289,633,,CDS,with_protein,AAN65920.1,Imidazoleglycerol-phosphate dehydratase,210.0,
gene,protein_coding,350588,351226,+,hisH,PP_0290,639,,CDS,with_protein,AAN65921.1,Imidazole glycerol phosphate synthase subunit HisH,212.0,
gene,protein_coding,351227,351487,+,,PP_0291,261,,CDS,with_protein,AAN65922.1,conserved protein of unknown function,86.0,
gene,protein_coding,351515,352252,+,hisA,PP_0292,738,,CDS,with_protein,AAN65923.1,phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide isomerase,245.0,
gene,protein_coding,352263,353033,+,hisF,PP_0293,771,,CDS,with_protein,AAN65924.1,Imidazole glycerol phosphate synthase subunit HisF,256.0,
gene,protein_coding,353151,354329,-,cbcV,PP_0294,1179,,CDS,with_protein,AAN65925.1,choline / betaine / carnitine ABC transporter - ATP binding subunit,392.0,
gene,protein_coding,354326,355171,-,cbcW,PP_0295,846,,CDS,with_protein,AAN65926.1,choline / betaine / carnitine ABC transporter - membrane subunit,281.0,
gene,protein_coding,355256,356203,-,cbcX,PP_0296,948,,CDS,with_protein,AAN65927.1,choline / betaine / carnitine ABC transporter - substrate binding protein,315.0,
gene,protein_coding,356656,358032,+,tdcG-I,PP_0297,1377,,CDS,with_protein,AAN65928.1,L-serine dehydratase,458.0,
gene,protein_coding,358162,358362,+,,PP_5441,201,,CDS,with_protein,AMM02768.1,protein of unknown function,66.0,
gene,protein_coding,358534,359640,+,gbdR,PP_0298,1107,,CDS,with_protein,AAN65929.1,AraC-family transcriptional regulator,368.0,
gene,protein_coding,359760,360218,-,,PP_0299,459,,CDS,with_protein,AAN65930.1,conserved protein of unknown function,152.0,
gene,protein_coding,360350,361936,+,,PP_0300,1587,,CDS,with_protein,AAN65931.1,putative metallopeptidase,528.0,
gene,protein_coding,362036,362506,-,,PP_0301,471,,CDS,with_protein,AAN65932.1,betainyl-CoA thiolase,156.0,
gene,protein_coding,362517,363482,-,lcdH,PP_0302,966,,CDS,with_protein,AAN65933.1,L-carnitine dehydrogenase,321.0,
gene,protein_coding,363649,364533,-,,PP_0303,885,,CDS,with_protein,AAN65934.1,dehydrocarnitine cleavage enzyme,294.0,
gene,protein_coding,364657,365601,-,caiX,PP_0304,945,,CDS,with_protein,AAN65935.2,"Carnitine uptake ABC transporter, periplasmic component",314.0,
gene,protein_coding,365734,366693,+,cdhR,PP_0305,960,,CDS,with_protein,AAN65936.1,HTH-type transcriptional regulator CdhR,319.0,
gene,protein_coding,366697,367314,-,,PP_5442,618,,CDS,with_protein,AMM02769.1,protein of unknown function,205.0,
gene,protein_coding,367388,368116,-,,PP_0306,729,,CDS,with_protein,AAN65937.1,conserved protein of unknown function,242.0,
gene,protein_coding,368219,368650,-,,PP_0307,432,,CDS,with_protein,AAN65938.1,conserved exported protein of unknown function,143.0,
gene,protein_coding,368921,369898,+,,PP_0308,978,,CDS,with_protein,AAN65939.1,putative dipeptidase,325.0,
gene,protein_coding,369974,370504,+,,PP_0309,531,,CDS,with_protein,AAN65940.1,conserved protein of unknown function,176.0,
gene,protein_coding,370520,372580,+,dgcA,PP_0310,2061,,CDS,with_protein,AAN65941.1,putative dimethylglycine dehydrogenase subunit,686.0,
gene,protein_coding,372759,374711,+,dgcB,PP_0311,1953,,CDS,with_protein,AAN65942.1,putative dimethylglycine dehydrogenase subunit,650.0,
gene,protein_coding,374711,375943,+,,PP_0312,1233,,CDS,with_protein,AAN65943.2,"electron transfer flavoprotein, alpha subunit",410.0,
gene,protein_coding,375954,376724,+,,PP_0313,771,,CDS,with_protein,AAN65944.1,putative electron transfer flavoprotein beta subunit,256.0,
gene,protein_coding,377326,378057,+,,PP_0314,732,,CDS,with_protein,AAN65945.1,conserved protein of unknown function,243.0,
gene,protein_coding,378122,379414,-,gbcA,PP_0315,1293,,CDS,with_protein,AAN65946.1,putative glycine-betaine dioxygenase subunit,430.0,
gene,protein_coding,379704,380810,+,gbcB,PP_0316,1107,,CDS,with_protein,AAN65947.1,putative glycine-betaine dioxygenase subunit,368.0,
gene,protein_coding,380919,382544,-,,PP_0317,1626,,CDS,with_protein,AAN65948.1,Methyl-accepting chemotaxis transducer,541.0,
gene,protein_coding,382811,383041,+,,PP_0318,231,,CDS,with_protein,AAN65949.1,conserved protein of unknown function,76.0,
gene,protein_coding,383038,383340,+,,PP_0319,303,,CDS,with_protein,AAN65950.1,conserved protein of unknown function,100.0,
gene,protein_coding,383523,385460,+,,PP_0320,1938,,CDS,with_protein,AAN65951.1,Methyl-accepting chemotaxis transducer,645.0,
gene,protein_coding,385495,386535,-,ltaE,PP_0321,1041,,CDS,with_protein,AAN65952.1,low specificity L-threonine aldolase,346.0,
gene,protein_coding,386861,388114,+,glyA-I,PP_0322,1254,,CDS,with_protein,AAN65953.1,serine hydroxymethyltransferase,417.0,
gene,protein_coding,388130,389380,+,soxB,PP_0323,1251,,CDS,with_protein,AAN65954.1,sarcosine oxidase subunit beta,416.0,
gene,protein_coding,389395,389730,+,soxD,PP_0324,336,,CDS,with_protein,AAN65955.1,sarcosine oxidase subunit delta,111.0,
gene,protein_coding,389727,392741,+,soxA,PP_0325,3015,,CDS,with_protein,AAN65956.1,sarcosine oxidase subunit alpha,1004.0,
gene,protein_coding,392816,393448,+,soxG,PP_0326,633,,CDS,with_protein,AAN65957.1,sarcosine oxidase subunit gamma,210.0,
gene,protein_coding,393460,394317,+,purU-I,PP_0327,858,,CDS,with_protein,AAN65958.1,formyltetrahydrofolate deformylase,285.0,
gene,protein_coding,394619,395818,+,fdhA,PP_0328,1200,,CDS,with_protein,AAN65959.1,formaldehyde dehydrogenase,399.0,
gene,protein_coding,396022,396945,-,,PP_0329,924,,CDS,with_protein,AAN65960.1,conserved protein of unknown function,307.0,
gene,protein_coding,397139,397714,+,,PP_0330,576,,CDS,with_protein,AAN65961.2,hypothetical protein,191.0,
gene,protein_coding,397735,398484,-,,PP_0331,750,,CDS,with_protein,AAN65962.1,conserved protein of unknown function,249.0,
gene,protein_coding,398696,399583,-,,PP_0332,888,,CDS,with_protein,AAN65963.1,putative Acyltransferase,295.0,
gene,protein_coding,399765,400265,+,,PP_0333,501,,CDS,with_protein,AAN65964.1,conserved exported protein of unknown function,166.0,
gene,protein_coding,400415,401473,+,,PP_0334,1059,,CDS,with_protein,AAN65965.1,transposase,352.0,
gene,protein_coding,401902,402525,-,,PP_0335,624,,CDS,with_protein,AAN65966.1,Glutathione S-transferase family protein,207.0,
gene,protein_coding,402529,403197,-,msrA,PP_0336,669,,CDS,with_protein,AAN65967.1,Peptide methionine sulfoxide reductase MsrA,222.0,
gene,protein_coding,403366,406056,-,,PP_0337,2691,,CDS,with_protein,AAN65968.1,Sensory box protein,896.0,
gene,protein_coding,406364,408004,-,aceF,PP_0338,1641,,CDS,with_protein,AAN65969.1,AceF-S-acetyldihydrolipoate,546.0,
