# ANI ranges report for assembly: GCA_000007565.2
# Submitted organism: Pseudomonas putida KT2440 (taxid = 160488, rank = no rank, lineage = Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas)
# Submitted Organism Has Type Assembly: Yes
# Best match: Pseudomonas putida (taxid = 303, rank = species, lineage = Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas)
# Status: INCONCLUSIVE
# Confidence: LOW
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
S	AE015451.2	CIRCULAR	513997	514100	6181873	JMIT01000005.1	12189	12255	GCA_000731675.1	Pseudomonas capeferrum	40.708	96	0.00168234
-	AE015451.2	CIRCULAR	514101	524199	6181873	CP101910.1	559812	569909	GCA_024508115.1	Pseudomonas putida	91.161	96	0.163365
S	AE015451.2	CIRCULAR	524200	524307	6181873	BLJF01000002.1	360017	360129	GCA_009932335.1	Pseudomonas asiatica	70.7965	96	0.00174704
-	AE015451.2	CIRCULAR	524342	524594	6181873	CP101910.1	569971	570223	GCA_024508115.1	Pseudomonas putida	85.1562	96	0.00409261
-	AE015451.2	CIRCULAR	524689	526530	6181873	CP101910.1	570317	572158	GCA_024508115.1	Pseudomonas putida	98.8052	96	0.0297968
-	AE015451.2	CIRCULAR	526531	529951	6181873	CP101910.1	5291245	5294674	GCA_024508115.1	Pseudomonas putida	98.8052	96	0.0553392
S	AE015451.2	CIRCULAR	530007	532772	6181873	BLJF01000002.1	366084	368849	GCA_009932335.1	Pseudomonas asiatica	89.1296	96	0.0447437
-	AE015451.2	CIRCULAR	532773	533891	6181873	JACAQQ010000055.1	23	1141	GCA_013387005.1	Pseudomonas putida	97.4978	96	0.0181013
S	AE015451.2	CIRCULAR	533911	549340	6181873	BBIS01000077.1	1	15430	GCA_000730605.1	Pseudomonas monteilii	97.0037	95.5	0.249601
S	AE015451.2	CIRCULAR	549341	550497	6181873	BBIS01000119.1	1	1157	GCA_000730605.1	Pseudomonas monteilii	97.0037	95.5	0.018716
S	AE015451.2	CIRCULAR	550498	566588	6181873	BLJF01000002.1	386582	402674	GCA_009932335.1	Pseudomonas asiatica	97.0173	96	0.260293
-	AE015451.2	CIRCULAR	566589	571637	6181873	CP101910.1	612483	617532	GCA_024508115.1	Pseudomonas putida	91.9533	96	0.0816743
S	AE015451.2	CIRCULAR	571638	573244	6181873	BBIS01000023.1	21136	22748	GCA_000730605.1	Pseudomonas monteilii	87.8638	95.5	0.0259954
-	AE015451.2	CIRCULAR	573245	589466	6181873	CP101910.1	620532	636713	GCA_024508115.1	Pseudomonas putida	88.3994	96	0.262412
-	AE015451.2	CIRCULAR	589467	591658	6181873	CP101910.1	637568	639763	GCA_024508115.1	Pseudomonas putida	88.3994	96	0.0354585
-	AE015451.2	CIRCULAR	591695	597860	6181873	CP101910.1	639901	646060	GCA_024508115.1	Pseudomonas putida	89.1192	96	0.0997432
-	AE015451.2	CIRCULAR	598074	606919	6181873	CP101910.1	647840	656690	GCA_024508115.1	Pseudomonas putida	92.3659	96	0.143096
-	AE015451.2	CIRCULAR	606986	610717	6181873	CP101910.1	656810	660547	GCA_024508115.1	Pseudomonas putida	85.1348	96	0.0603701
-	AE015451.2	CIRCULAR	612293	614250	6181873	CP101910.1	660811	662770	GCA_024508115.1	Pseudomonas putida	94.1327	96	0.0316732
S	AE015451.2	CIRCULAR	614251	614360	6181873	BLJF01000002.1	447389	447497	GCA_009932335.1	Pseudomonas asiatica	85.4545	96	0.0017794
-	AE015451.2	CIRCULAR	614361	616580	6181873	CP101910.1	662907	665092	GCA_024508115.1	Pseudomonas putida	91.036	96	0.0359114
-	AE015451.2	CIRCULAR	617678	623046	6181873	CP101910.1	667457	672821	GCA_024508115.1	Pseudomonas putida	87.809	96	0.0868507
-	AE015451.2	CIRCULAR	623975	627329	6181873	CP101910.1	732358	735715	GCA_024508115.1	Pseudomonas putida	90.7308	96	0.0542716
-	AE015451.2	CIRCULAR	627409	635413	6181873	CP101910.1	735848	743852	GCA_024508115.1	Pseudomonas putida	91.1849	96	0.129491
S	AE015451.2	CIRCULAR	635414	635516	6181873	CP114035.2	645838	645938	GCA_026898135.2	Pseudomonas fortuita	68.8679	96	0.00166616
-	AE015451.2	CIRCULAR	635573	640738	6181873	CP101910.1	744066	749228	GCA_024508115.1	Pseudomonas putida	89.6272	96	0.0835669
-	AE015451.2	CIRCULAR	640758	648246	6181873	CP101910.1	749281	756769	GCA_024508115.1	Pseudomonas putida	91.0328	96	0.121145
-	AE015451.2	CIRCULAR	648266	652704	6181873	CP101910.1	756872	761311	GCA_024508115.1	Pseudomonas putida	93.4714	96	0.0718067
-	AE015451.2	CIRCULAR	652785	658177	6181873	CP101910.1	761506	766898	GCA_024508115.1	Pseudomonas putida	90.365	96	0.0872389
S	AE015451.2	CIRCULAR	658178	658282	6181873	CP119325.1	6092627	6092721	GCA_029202525.1	Candidatus Pseudomonas phytovorans	55.4545	96	0.00169851
-	AE015451.2	CIRCULAR	658283	661558	6181873	CP101910.1	767062	770358	GCA_024508115.1	Pseudomonas putida	89.6104	96	0.0529936
-	AE015451.2	CIRCULAR	661637	662987	6181873	CP101910.1	770379	771728	GCA_024508115.1	Pseudomonas putida	88.3232	96	0.0218542
-	AE015451.2	CIRCULAR	662988	672642	6181873	CP101910.1	771829	781482	GCA_024508115.1	Pseudomonas putida	88.3232	96	0.156182
-	AE015451.2	CIRCULAR	672742	676764	6181873	CP101910.1	781550	785575	GCA_024508115.1	Pseudomonas putida	88.7512	96	0.0650774
-	AE015451.2	CIRCULAR	676801	680391	6181873	CP101910.1	785709	789301	GCA_024508115.1	Pseudomonas putida	87.83	96	0.0580892
-	AE015451.2	CIRCULAR	680439	681289	6181873	CP101910.1	789380	790230	GCA_024508115.1	Pseudomonas putida	88.8759	96	0.0137661
-	AE015451.2	CIRCULAR	681300	687032	6181873	CP101910.1	790300	796032	GCA_024508115.1	Pseudomonas putida	90.7601	96	0.0927389
-	AE015451.2	CIRCULAR	687059	697128	6181873	CP101910.1	796194	806268	GCA_024508115.1	Pseudomonas putida	89.9841	96	0.162896
-	AE015451.2	CIRCULAR	697218	699628	6181873	CP101910.1	806539	808951	GCA_024508115.1	Pseudomonas putida	97.9463	96	0.0390011
-	AE015451.2	CIRCULAR	699629	703051	6181873	CP101910.1	170763	174177	GCA_024508115.1	Pseudomonas putida	97.9463	96	0.0553716
-	AE015451.2	CIRCULAR	703197	714935	6181873	CP101910.1	812508	824247	GCA_024508115.1	Pseudomonas putida	92.5737	96	0.189894
S	AE015451.2	CIRCULAR	714936	715152	6181873	BLJG01000206.1	11782	11988	GCA_009932375.1	Pseudomonas juntendi	65.1982	96	0.00351026
S	AE015451.2	CIRCULAR	715153	716342	6181873	BLJF01000002.1	553438	554627	GCA_009932335.1	Pseudomonas asiatica	81.6293	96	0.0192498
S	AE015451.2	CIRCULAR	716343	718432	6181873	CP114035.2	726836	728925	GCA_026898135.2	Pseudomonas fortuita	87.2076	96	0.0338085
S	AE015451.2	CIRCULAR	718519	721197	6181873	BBIS01000065.1	15301	17979	GCA_000730605.1	Pseudomonas monteilii	89.9216	95.5	0.0433364
S	AE015451.2	CIRCULAR	721198	721301	6181873	CP077097.1	718813	718921	GCA_014269225.2	Pseudomonas anuradhapurensis	71.9298	96	0.00168234
S	AE015451.2	CIRCULAR	721302	726872	6181873	BBIS01000065.1	17991	23562	GCA_000730605.1	Pseudomonas monteilii	94.0596	95.5	0.0901183
S	AE015451.2	CIRCULAR	726896	727015	6181873	CP119325.1	6024680	6024785	GCA_029202525.1	Candidatus Pseudomonas phytovorans	75.8333	96	0.00194116
-	AE015451.2	CIRCULAR	727016	733066	6181873	CP101910.1	827801	833850	GCA_024508115.1	Pseudomonas putida	93.1923	96	0.097883
S	AE015451.2	CIRCULAR	733131	733467	6181873	BQIP01000006.1	205732	206068	GCA_021602585.1	Pseudomonas faucium	95.8457	96	0.00545142
S	AE015451.2	CIRCULAR	733468	733749	6181873	OLKI01000007.1	22248	22530	GCA_900291065.1	Pseudomonas shirazica	96.831	96	0.00456172
S	AE015451.2	CIRCULAR	733756	733873	6181873	OLKI01000007.1	22615	22731	GCA_900291065.1	Pseudomonas shirazica	96.6387	96	0.00190881
S	AE015451.2	CIRCULAR	733874	734011	6181873	OPYN01000046.1	27593	27711	GCA_900277125.1	Pseudomonas inefficax	70.7143	96	0.00223233
-	AE015451.2	CIRCULAR	734012	736400	6181873	CP101910.1	834868	837257	GCA_024508115.1	Pseudomonas putida	94.3096	96	0.0386452
S	AE015451.2	CIRCULAR	736401	736810	6181873	CP114035.2	738569	738978	GCA_026898135.2	Pseudomonas fortuita	89.7561	96	0.00663229
-	AE015451.2	CIRCULAR	736811	737617	6181873	CP101910.1	837288	838094	GCA_024508115.1	Pseudomonas putida	93.4406	96	0.0130543
-	AE015451.2	CIRCULAR	737723	741400	6181873	CP101910.1	838325	842002	GCA_024508115.1	Pseudomonas putida	92.3328	96	0.0594965
-	AE015451.2	CIRCULAR	741481	743391	6181873	CP101910.1	3176289	3178199	GCA_024508115.1	Pseudomonas putida	88.8251	96	0.030913
S	AE015451.2	CIRCULAR	743392	744912	6181873	JABWRY020000001.1	299158	300678	GCA_014269205.2	Pseudomonas kermanshahensis	98.6851	96	0.0246042
S	AE015451.2	CIRCULAR	744926	745416	6181873	JHYV01000025.1	61389	61879	GCA_000621245.1	Pseudomonas monteilii	87.3984	95.5	0.00794258
S	AE015451.2	CIRCULAR	745417	745699	6181873	BLXQ01000362.1	2	284	GCA_013373915.1	Pseudomonas urethralis	89.7527	96	0.0045779
S	AE015451.2	CIRCULAR	745700	746616	6181873	JHYV01000025.1	60165	61105	GCA_000621245.1	Pseudomonas monteilii	80.3609	95.5	0.0148337
S	AE015451.2	CIRCULAR	746617	746961	6181873	BBIS01000053.1	59532	59876	GCA_000730605.1	Pseudomonas monteilii	88.1159	95.5	0.00558083
S	AE015451.2	CIRCULAR	746962	748756	6181873	JABWRY020000001.1	300679	302473	GCA_014269205.2	Pseudomonas kermanshahensis	97.1604	96	0.0290365
S	AE015451.2	CIRCULAR	757864	758417	6181873	BQHW01000007.1	52646	53202	GCA_021602025.1	Pseudomonas ceruminis	90.8438	96	0.00896169
S	AE015451.2	CIRCULAR	758513	759052	6181873	CP114035.2	3151779	3152319	GCA_026898135.2	Pseudomonas fortuita	89.6679	96	0.00873522
-	AE015451.2	CIRCULAR	759424	760061	6181873	CP101910.1	848782	849419	GCA_024508115.1	Pseudomonas putida	90.9091	96	0.0103205
S	AE015451.2	CIRCULAR	760164	761596	6181873	BBIS01000059.1	24621	26053	GCA_000730605.1	Pseudomonas monteilii	90.516	95.5	0.0231807
-	AE015451.2	CIRCULAR	761886	763520	6181873	CP101910.1	852334	853935	GCA_024508115.1	Pseudomonas putida	92.9792	96	0.0264483
S	AE015451.2	CIRCULAR	763703	766336	6181873	CP114035.2	752291	754924	GCA_026898135.2	Pseudomonas fortuita	87.9029	96	0.0426084
S	AE015451.2	CIRCULAR	766337	775157	6181873	BBIS01000059.1	30187	39021	GCA_000730605.1	Pseudomonas monteilii	87.62	95.5	0.142691
S	AE015451.2	CIRCULAR	775294	777393	6181873	CP119325.1	5995865	5997966	GCA_029202525.1	Candidatus Pseudomonas phytovorans	84.218	96	0.0339703
S	AE015451.2	CIRCULAR	777394	779381	6181873	KE384452.1	260621	262611	GCA_000425785.1	Pseudomonas taiwanensis	85.1852	96	0.0321585
S	AE015451.2	CIRCULAR	779517	780538	6181873	BBIS01000059.1	39070	40084	GCA_000730605.1	Pseudomonas monteilii	82.6172	95.5	0.0165322
-	AE015451.2	CIRCULAR	780539	781992	6181873	CP101910.1	857355	858809	GCA_024508115.1	Pseudomonas putida	95.8763	96	0.0235204
S	AE015451.2	CIRCULAR	781993	782094	6181873	JABWRZ020000002.1	607613	607694	GCA_014269185.2	Pseudomonas oryzicola	53.3333	96	0.00164999
-	AE015451.2	CIRCULAR	782095	790117	6181873	CP101910.1	858848	866865	GCA_024508115.1	Pseudomonas putida	92.1642	96	0.129783
-	AE015451.2	CIRCULAR	790188	797481	6181873	CP101910.1	867009	874308	GCA_024508115.1	Pseudomonas putida	91.2158	96	0.11799
S	AE015451.2	CIRCULAR	797482	797586	6181873	BLJF01000002.1	617599	617702	GCA_009932335.1	Pseudomonas asiatica	75	96	0.00169851
S	AE015451.2	CIRCULAR	797587	798652	6181873	BBIS01000001.1	7170	8235	GCA_000730605.1	Pseudomonas monteilii	95.8724	95.5	0.017244
-	AE015451.2	CIRCULAR	798660	804409	6181873	CP101910.1	875561	881321	GCA_024508115.1	Pseudomonas putida	94.2758	96	0.0930139
-	AE015451.2	CIRCULAR	804449	813102	6181873	CP101910.1	881411	890121	GCA_024508115.1	Pseudomonas putida	90.9518	96	0.13999
S	AE015451.2	CIRCULAR	813170	813397	6181873	BLJF01000002.1	634667	634894	GCA_009932335.1	Pseudomonas asiatica	96.9298	96	0.0036882
-	AE015451.2	CIRCULAR	813398	819485	6181873	CP101910.1	890394	896484	GCA_024508115.1	Pseudomonas putida	87.8092	96	0.0984815
-	AE015451.2	CIRCULAR	819486	823040	6181873	CP101910.1	896667	900222	GCA_024508115.1	Pseudomonas putida	87.8092	96	0.0575068
-	AE015451.2	CIRCULAR	823173	826710	6181873	CP101910.1	901669	905205	GCA_024508115.1	Pseudomonas putida	90.8552	96	0.0572318
-	AE015451.2	CIRCULAR	826712	836149	6181873	CP101910.1	905311	914748	GCA_024508115.1	Pseudomonas putida	87.6203	96	0.152672
S	AE015451.2	CIRCULAR	836150	836256	6181873	OPYN01000048.1	27351	27466	GCA_900277125.1	Pseudomonas inefficax	72.6496	96	0.00173087
-	AE015451.2	CIRCULAR	836257	838822	6181873	CP101910.1	914897	917462	GCA_024508115.1	Pseudomonas putida	95.0915	96	0.0415085
S	AE015451.2	CIRCULAR	838823	839524	6181873	BLJG01000417.1	1	702	GCA_009932375.1	Pseudomonas juntendi	97.3376	96	0.0113558
S	AE015451.2	CIRCULAR	839525	839761	6181873	BLJG01000365.1	10	246	GCA_009932375.1	Pseudomonas juntendi	97.3376	96	0.00383379
-	AE015451.2	CIRCULAR	839762	843126	6181873	CP101910.1	918402	921767	GCA_024508115.1	Pseudomonas putida	92.7829	96	0.0544333
-	AE015451.2	CIRCULAR	850928	851062	6181873	CP101910.1	922387	922521	GCA_024508115.1	Pseudomonas putida	88.0846	96	0.0021838
-	AE015451.2	CIRCULAR	851063	863883	6181873	CP101910.1	922556	935401	GCA_024508115.1	Pseudomonas putida	88.0846	96	0.207397
-	AE015451.2	CIRCULAR	863926	871213	6181873	CP101910.1	935550	942823	GCA_024508115.1	Pseudomonas putida	91.4744	96	0.117893
-	AE015451.2	CIRCULAR	871214	871863	6181873	CP101910.1	942919	943567	GCA_024508115.1	Pseudomonas putida	91.4744	96	0.0105146
-	AE015451.2	CIRCULAR	871864	875248	6181873	CP101910.1	943653	947054	GCA_024508115.1	Pseudomonas putida	91.4744	96	0.0547569
-	AE015451.2	CIRCULAR	875316	878204	6181873	CP101910.1	947211	950101	GCA_024508115.1	Pseudomonas putida	90.2211	96	0.0467334
S	AE015451.2	CIRCULAR	878205	878359	6181873	BLJF01000001.1	78782	78893	GCA_009932335.1	Pseudomonas asiatica	59.2357	96	0.00250733
-	AE015451.2	CIRCULAR	878360	883836	6181873	CP101910.1	950121	955599	GCA_024508115.1	Pseudomonas putida	90.9373	96	0.0885977
-	AE015451.2	CIRCULAR	883908	889263	6181873	CP101910.1	955762	961118	GCA_024508115.1	Pseudomonas putida	90.7276	96	0.0866404
S	AE015451.2	CIRCULAR	889264	890091	6181873	BLJF01000001.1	89825	90651	GCA_009932335.1	Pseudomonas asiatica	87.0929	96	0.013394
-	AE015451.2	CIRCULAR	890092	891551	6181873	CP101910.1	962475	963937	GCA_024508115.1	Pseudomonas putida	90.6357	96	0.0236174
-	AE015451.2	CIRCULAR	891623	895160	6181873	CP101910.1	963962	967500	GCA_024508115.1	Pseudomonas putida	92.4555	96	0.0572318
S	AE015451.2	CIRCULAR	895161	895281	6181873	CP114035.2	863186	863307	GCA_026898135.2	Pseudomonas fortuita	84.4262	96	0.00195734
-	AE015451.2	CIRCULAR	895282	897897	6181873	CP101910.1	968474	971089	GCA_024508115.1	Pseudomonas putida	87.7387	96	0.0423173
S	AE015451.2	CIRCULAR	897898	898475	6181873	BLJF01000001.1	98563	99142	GCA_009932335.1	Pseudomonas asiatica	88.8316	96	0.00934992
S	AE015451.2	CIRCULAR	899861	900552	6181873	BLJF01000001.1	100136	100828	GCA_009932335.1	Pseudomonas asiatica	95.3824	96	0.011194
-	AE015451.2	CIRCULAR	900553	907390	6181873	CP101910.1	971280	978097	GCA_024508115.1	Pseudomonas putida	87.9106	96	0.110614
-	AE015451.2	CIRCULAR	907402	915014	6181873	CP101910.1	978173	985784	GCA_024508115.1	Pseudomonas putida	88.1349	96	0.12315
S	AE015451.2	CIRCULAR	915046	915160	6181873	CP119325.1	320177	320291	GCA_029202525.1	Candidatus Pseudomonas phytovorans	86.9565	96	0.00186028
-	AE015451.2	CIRCULAR	915189	917655	6181873	CP101910.1	985847	988312	GCA_024508115.1	Pseudomonas putida	86.8773	96	0.039907
S	AE015451.2	CIRCULAR	917656	917762	6181873	BBIS01000002.1	99313	99431	GCA_000730605.1	Pseudomonas monteilii	70.4918	95.5	0.00173087
-	AE015451.2	CIRCULAR	917763	919646	6181873	CP101910.1	988445	990328	GCA_024508115.1	Pseudomonas putida	92.8875	96	0.0304762
-	AE015451.2	CIRCULAR	919718	921832	6181873	CP101910.1	997043	999157	GCA_024508115.1	Pseudomonas putida	90.934	96	0.0342129
-	AE015451.2	CIRCULAR	921833	928479	6181873	CP101910.1	999213	1005859	GCA_024508115.1	Pseudomonas putida	90.934	96	0.107524
S	AE015451.2	CIRCULAR	928480	928711	6181873	OLKI01000042.1	1	232	GCA_900291065.1	Pseudomonas shirazica	99.1379	96	0.00375291
-	AE015451.2	CIRCULAR	928712	940665	6181873	CP101910.1	1006092	1018045	GCA_024508115.1	Pseudomonas putida	86.6842	96	0.193372
-	AE015451.2	CIRCULAR	940666	948844	6181873	CP101910.1	1019333	1027503	GCA_024508115.1	Pseudomonas putida	86.6842	96	0.132306
S	AE015451.2	CIRCULAR	948845	955118	6181873	BBIS01000003.1	26984	33257	GCA_000730605.1	Pseudomonas monteilii	96.5605	95.5	0.10149
-	AE015451.2	CIRCULAR	955119	957780	6181873	CP101910.1	1033779	1036473	GCA_024508115.1	Pseudomonas putida	86.4595	96	0.0430614
-	AE015451.2	CIRCULAR	957852	960140	6181873	CP101910.1	1036510	1038815	GCA_024508115.1	Pseudomonas putida	86.8387	96	0.0370276
S	AE015451.2	CIRCULAR	960141	960273	6181873	CT573326.1	1044301	1044416	GCA_000026105.1	Pseudomonas entomophila	62.6866	96	0.00215145
-	AE015451.2	CIRCULAR	960274	966981	6181873	CP101910.1	1038947	1045654	GCA_024508115.1	Pseudomonas putida	91.2247	96	0.108511
-	AE015451.2	CIRCULAR	966985	968805	6181873	CP101910.1	1045851	1047658	GCA_024508115.1	Pseudomonas putida	94.6907	96	0.0294571
-	AE015451.2	CIRCULAR	968850	975154	6181873	CP101910.1	1050663	1056975	GCA_024508115.1	Pseudomonas putida	94.0459	96	0.101992
S	AE015451.2	CIRCULAR	975155	975268	6181873	CP114035.2	949789	949904	GCA_026898135.2	Pseudomonas fortuita	80.3419	96	0.0018441
-	AE015451.2	CIRCULAR	975269	992840	6181873	CP101910.1	1057126	1074720	GCA_024508115.1	Pseudomonas putida	93.2924	96	0.28425
-	AE015451.2	CIRCULAR	992914	994925	6181873	CP101910.1	1076038	1078049	GCA_024508115.1	Pseudomonas putida	91.4598	96	0.0325468
S	AE015451.2	CIRCULAR	994926	995043	6181873	BQIP01000008.1	48739	48866	GCA_021602585.1	Pseudomonas faucium	57.4627	96	0.00190881
-	AE015451.2	CIRCULAR	995044	997730	6181873	CP101910.1	1078173	1080859	GCA_024508115.1	Pseudomonas putida	89.0085	96	0.0434658
-	AE015451.2	CIRCULAR	997772	1001765	6181873	CP101910.1	1080928	1084922	GCA_024508115.1	Pseudomonas putida	91.8669	96	0.0646083
-	AE015451.2	CIRCULAR	1001805	1007534	6181873	CP101910.1	1086658	1092386	GCA_024508115.1	Pseudomonas putida	91.4515	96	0.0926904
-	AE015451.2	CIRCULAR	1007543	1011282	6181873	CP101910.1	1092441	1096184	GCA_024508115.1	Pseudomonas putida	91.4842	96	0.0604995
S	AE015451.2	CIRCULAR	1011283	1011517	6181873	CP114035.2	986522	986756	GCA_026898135.2	Pseudomonas fortuita	72.6141	96	0.00380144
-	AE015451.2	CIRCULAR	1011518	1013162	6181873	CP101910.1	1097032	1098677	GCA_024508115.1	Pseudomonas putida	92.4196	96	0.0266101
S	AE015451.2	CIRCULAR	1013163	1013302	6181873	CP119325.1	5745966	5746105	GCA_029202525.1	Candidatus Pseudomonas phytovorans	82.6389	96	0.00226469
-	AE015451.2	CIRCULAR	1013303	1017075	6181873	CP101910.1	1098804	1102576	GCA_024508115.1	Pseudomonas putida	90.543	96	0.0610333
S	AE015451.2	CIRCULAR	1017076	1017363	6181873	BLJF01000001.1	205184	205472	GCA_009932335.1	Pseudomonas asiatica	85.6164	96	0.00465878
-	AE015451.2	CIRCULAR	1018093	1029003	6181873	CP101910.1	1103918	1114825	GCA_024508115.1	Pseudomonas putida	91.0914	96	0.1765
S	AE015451.2	CIRCULAR	1029004	1029123	6181873	CP119325.1	5729879	5730007	GCA_029202525.1	Candidatus Pseudomonas phytovorans	66.4179	96	0.00194116
-	AE015451.2	CIRCULAR	1029124	1031865	6181873	CP101910.1	1114919	1117658	GCA_024508115.1	Pseudomonas putida	93.5449	96	0.0443555
S	AE015451.2	CIRCULAR	1031905	1032004	6181873	CP119325.1	1648598	1648702	GCA_029202525.1	Candidatus Pseudomonas phytovorans	73.3333	96	0.00161763
-	AE015451.2	CIRCULAR	1032005	1035755	6181873	CP101910.1	5042374	5046123	GCA_024508115.1	Pseudomonas putida	88.0351	96	0.0606774
-	AE015451.2	CIRCULAR	1035779	1037765	6181873	CP101910.1	5040268	5042253	GCA_024508115.1	Pseudomonas putida	90.2414	96	0.0321424
-	AE015451.2	CIRCULAR	1037839	1039590	6181873	CP101910.1	5038515	5040267	GCA_024508115.1	Pseudomonas putida	94.7548	96	0.0283409
S	AE015451.2	CIRCULAR	1039591	1040565	6181873	BBIS01000008.1	110577	111550	GCA_000730605.1	Pseudomonas monteilii	81.0645	95.5	0.0157719
-	AE015451.2	CIRCULAR	1040578	1045307	6181873	CP101910.1	5072878	5077610	GCA_024508115.1	Pseudomonas putida	90.936	96	0.076514
-	AE015451.2	CIRCULAR	1045344	1053466	6181873	CP101910.1	5060966	5069108	GCA_024508115.1	Pseudomonas putida	90.2295	96	0.1314
S	AE015451.2	CIRCULAR	1053467	1054482	6181873	CP114035.2	5132430	5133444	GCA_026898135.2	Pseudomonas fortuita	84.0039	96	0.0164351
-	AE015451.2	CIRCULAR	1054483	1058231	6181873	CP101910.1	5057048	5060805	GCA_024508115.1	Pseudomonas putida	92.2116	96	0.0606451
-	AE015451.2	CIRCULAR	1058235	1059059	6181873	CP101910.1	5054963	5055792	GCA_024508115.1	Pseudomonas putida	96.6265	96	0.0133455
-	AE015451.2	CIRCULAR	1059150	1062731	6181873	CP101910.1	5051308	5054904	GCA_024508115.1	Pseudomonas putida	89.4693	96	0.0579436
S	AE015451.2	CIRCULAR	1062732	1062840	6181873	CP114035.2	5124087	5124221	GCA_026898135.2	Pseudomonas fortuita	62.5899	96	0.00176322
-	AE015451.2	CIRCULAR	1062841	1067683	6181873	CP101910.1	5046321	5051176	GCA_024508115.1	Pseudomonas putida	88.8478	96	0.078342
-	AE015451.2	CIRCULAR	1067758	1070189	6181873	CP101910.1	1117780	1120209	GCA_024508115.1	Pseudomonas putida	90.4273	96	0.0393408
S	AE015451.2	CIRCULAR	1070190	1070333	6181873	JMIT01000002.1	819757	819895	GCA_000731675.1	Pseudomonas capeferrum	73.2877	96	0.00232939
-	AE015451.2	CIRCULAR	1070334	1086473	6181873	CP101910.1	1120306	1136470	GCA_024508115.1	Pseudomonas putida	90.1019	96	0.261086
-	AE015451.2	CIRCULAR	1086510	1088506	6181873	CP101910.1	1136587	1138581	GCA_024508115.1	Pseudomonas putida	89.9399	96	0.0323041
S	AE015451.2	CIRCULAR	1088507	1088647	6181873	BLJF01000001.1	240685	240822	GCA_009932335.1	Pseudomonas asiatica	70.5479	96	0.00228086
-	AE015451.2	CIRCULAR	1088648	1092526	6181873	CP101910.1	1138607	1142485	GCA_024508115.1	Pseudomonas putida	89.7013	96	0.062748
-	AE015451.2	CIRCULAR	1092555	1105318	6181873	CP101910.1	1142645	1155409	GCA_024508115.1	Pseudomonas putida	92.7022	96	0.206475
-	AE015451.2	CIRCULAR	1105478	1107897	6181873	CP101910.1	1155410	1157828	GCA_024508115.1	Pseudomonas putida	91.9868	96	0.0391467
-	AE015451.2	CIRCULAR	1108008	1117724	6181873	CP101910.1	1157863	1167533	GCA_024508115.1	Pseudomonas putida	89.0829	96	0.157185
S	AE015451.2	CIRCULAR	1117725	1117903	6181873	JAKNRD010000032.1	1	179	GCA_022548835.1	Pseudomonas capeferrum	98.8827	96	0.00289556
-	AE015451.2	CIRCULAR	1117917	1122825	6181873	CP101910.1	1167828	1172735	GCA_024508115.1	Pseudomonas putida	91.7736	96	0.0794096
-	AE015451.2	CIRCULAR	1122878	1130210	6181873	CP101910.1	1172824	1180166	GCA_024508115.1	Pseudomonas putida	90.4749	96	0.118621
-	AE015451.2	CIRCULAR	1130269	1132714	6181873	CP101910.1	2615621	2618063	GCA_024508115.1	Pseudomonas putida	73.9462	96	0.0395673
-	AE015451.2	CIRCULAR	1134152	1136975	6181873	CP101910.1	1180203	1183026	GCA_024508115.1	Pseudomonas putida	88.9636	96	0.0456819
S	AE015451.2	CIRCULAR	1136976	1137114	6181873	JABWRY020000001.1	663591	663738	GCA_014269205.2	Pseudomonas kermanshahensis	58.5526	96	0.00224851
-	AE015451.2	CIRCULAR	1137115	1145433	6181873	CP101910.1	1183196	1191503	GCA_024508115.1	Pseudomonas putida	90.4956	96	0.134571
-	AE015451.2	CIRCULAR	1145434	1149847	6181873	CP101910.1	1191565	1195977	GCA_024508115.1	Pseudomonas putida	90.4956	96	0.0714023
S	AE015451.2	CIRCULAR	1149871	1150003	6181873	OLKI01000036.1	43892	44024	GCA_900291065.1	Pseudomonas shirazica	96.2406	96	0.00215145
-	AE015451.2	CIRCULAR	1150025	1154055	6181873	CP101910.1	1196145	1200175	GCA_024508115.1	Pseudomonas putida	92.3096	96	0.0652068
-	AE015451.2	CIRCULAR	1154097	1156320	6181873	CP101910.1	1200270	1202494	GCA_024508115.1	Pseudomonas putida	88.5843	96	0.0359762
S	AE015451.2	CIRCULAR	1156321	1157745	6181873	CP114035.2	1094259	1095696	GCA_026898135.2	Pseudomonas fortuita	82.9876	96	0.0230513
-	AE015451.2	CIRCULAR	1157746	1159154	6181873	CP101910.1	1202495	1203903	GCA_024508115.1	Pseudomonas putida	90.8446	96	0.0227924
