GENE_ID	COG_ID	COG_CATEGORY	COG_NAME	PATHWAY	FUNC_CATEGORY_NUMBER	FUNC_CATEGORY	COG_GROUP	COG_CATEGORY_DESCRIPTION	ASSOC_COLOR
PP_RS17310	COG0113	H	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	Heme biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS04960	COG0114	C	Fumarate hydratase class II	TCA cycle	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS09020	COG0114	C	Fumarate hydratase class II	TCA cycle	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS09875	COG0115	E	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	Isoleucine, leucine, valine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS09875	COG0115	H	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	Isoleucine, leucine, valine biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS18255	COG0115	E	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	Isoleucine, leucine, valine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS18255	COG0115	H	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	Isoleucine, leucine, valine biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS10885	COG0116	J	23S rRNA G2445 N2-methylase RlmL or tRNA-G6 N2-methylase Trm14	23S rRNA modification	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS02725	COG0117	H	Riboflavin biosynthesis protein RibD, pyrimidine deaminase domain	Riboflavin/FAD biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS01550	COG0118	E	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	Histidine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS05355	COG0119	E	Isopropylmalate/homocitrate/citramalate synthases	Isoleucine, leucine, valine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS09210	COG0119	E	Isopropylmalate/homocitrate/citramalate synthases	Isoleucine, leucine, valine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS17675	COG0119	E	Isopropylmalate/homocitrate/citramalate synthases	Isoleucine, leucine, valine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS18400	COG0119	E	Isopropylmalate/homocitrate/citramalate synthases	Isoleucine, leucine, valine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS26835	COG0120	G	Ribose 5-phosphate isomerase	Pentose phosphate pathway	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS23855	COG0121	R	Predicted glutamine amidotransferase YafJ	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS03770	COG0122	L	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS24865	COG0123	Q	Acetoin utilization deacetylase AcuC or a related deacetylase	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS27810	COG0123	Q	Acetoin utilization deacetylase AcuC or a related deacetylase	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS04520	COG0124	J	Histidyl-tRNA synthetase	Aminoacyl-tRNA synthetases	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS09885	COG0125	F	Thymidylate kinase	Thymidylate biosynthesis	3	METABOLISM	3	Nucleotide transport and metabolism	DCECFC
PP_RS17520	COG0125	F	Thymidylate kinase	Thymidylate biosynthesis	3	METABOLISM	3	Nucleotide transport and metabolism	DCECFC
PP_RS25900	COG0126	G	3-phosphoglycerate kinase	Glycolysis	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS26580	COG0127	F	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	NA	3	METABOLISM	3	Nucleotide transport and metabolism	DCECFC
PP_RS09095	COG0128	E	5-enolpyruvylshikimate-3-phosphate synthase	Aromatic amino acid biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS05280	COG0129	E	Dihydroxyacid dehydratase/phosphogluconate dehydratase	Isoleucine, leucine, valine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS05280	COG0129	G	Dihydroxyacid dehydratase/phosphogluconate dehydratase	Isoleucine, leucine, valine biosynthesis	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS26720	COG0129	E	Dihydroxyacid dehydratase/phosphogluconate dehydratase	Isoleucine, leucine, valine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS26720	COG0129	G	Dihydroxyacid dehydratase/phosphogluconate dehydratase	Isoleucine, leucine, valine biosynthesis	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS24555	COG0130	J	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	tRNA modification	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS01545	COG0131	E	Imidazoleglycerol phosphate dehydratase HisB	Histidine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS01940	COG0132	H	Dethiobiotin synthetase	Biotin biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS00425	COG0133	E	Tryptophan synthase beta chain	Aromatic amino acid biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS02220	COG0134	E	Indole-3-glycerol phosphate synthase	Aromatic amino acid biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS10350	COG0135	E	Phosphoribosylanthranilate isomerase	Aromatic amino acid biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS10325	COG0136	E	Aspartate-semialdehyde dehydrogenase	Lysine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS10335	COG0136	E	Aspartate-semialdehyde dehydrogenase	Lysine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS05670	COG0137	E	Argininosuccinate synthase	Arginine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS25160	COG0138	F	AICAR transformylase/IMP cyclohydrolase PurH	Purine biosynthesis	3	METABOLISM	3	Nucleotide transport and metabolism	DCECFC
PP_RS17300	COG0139	E	Phosphoribosyl-AMP cyclohydrolase	Histidine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS26155	COG0139	E	Phosphoribosyl-AMP cyclohydrolase	Histidine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS26160	COG0140	E	Phosphoribosyl-ATP pyrophosphohydrolase	Histidine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS05070	COG0141	E	Histidinol dehydrogenase	Histidine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS02795	COG0142	H	Geranylgeranyl pyrophosphate synthase	Isoprenoid biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS03670	COG0142	H	Geranylgeranyl pyrophosphate synthase	Isoprenoid biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS05710	COG0143	J	Methionyl-tRNA synthetase	Aminoacyl-tRNA synthetases	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS00340	COG0144	J	16S rRNA C967/C1407 or tRNA-C34 C5-methylase, RsmB/RsmF/Trm4 family	16S rRNA modification	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS18275	COG0145	E	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS18275	COG0145	Q	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS18270	COG0146	E	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS18270	COG0146	Q	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS02200	COG0147	E	Anthranilate/para-aminobenzoate synthases component I	Aromatic amino acid biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS02200	COG0147	H	Anthranilate/para-aminobenzoate synthases component I	Aromatic amino acid biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS12155	COG0147	E	Anthranilate/para-aminobenzoate synthases component I	Aromatic amino acid biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS12155	COG0147	H	Anthranilate/para-aminobenzoate synthases component I	Aromatic amino acid biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS08310	COG0148	G	Enolase	Glycolysis	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS24595	COG0149	G	Triosephosphate isomerase	Glycolysis	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS08575	COG0150	F	Phosphoribosylaminoimidazole (AIR) synthetase	Purine biosynthesis	3	METABOLISM	3	Nucleotide transport and metabolism	DCECFC
PP_RS25165	COG0151	F	Phosphoribosylamine-glycine ligase	Purine biosynthesis	3	METABOLISM	3	Nucleotide transport and metabolism	DCECFC
PP_RS06430	COG0152	F	Phosphoribosylaminoimidazole-succinocarboxamide synthase	Purine biosynthesis	3	METABOLISM	3	Nucleotide transport and metabolism	DCECFC
PP_RS03250	COG0154	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	Aminoacyl-tRNA synthetases	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS04895	COG0154	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	Aminoacyl-tRNA synthetases	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS15200	COG0154	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	Aminoacyl-tRNA synthetases	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS12370	COG0155	P	Sulfite reductase, beta subunit (hemoprotein)	Cysteine biosynthesis	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS25210	COG0155	P	Sulfite reductase, beta subunit (hemoprotein)	Cysteine biosynthesis	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS01925	COG0156	H	7-keto-8-aminopelargonate synthetase or related enzyme	Biotin biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS04180	COG0157	H	Nicotinate-nucleotide pyrophosphorylase	NAD biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS26285	COG0158	G	Fructose-1,6-bisphosphatase	Gluconeogenesis	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS00420	COG0159	E	Tryptophan synthase alpha chain	Aromatic amino acid biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS01140	COG0160	E	Acetylornithine aminotransferase/4-aminobutyrate aminotransferase/amino acid racemase	Arginine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS14555	COG0160	E	Acetylornithine aminotransferase/4-aminobutyrate aminotransferase/amino acid racemase	Arginine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS17510	COG0160	E	Acetylornithine aminotransferase/4-aminobutyrate aminotransferase/amino acid racemase	Arginine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS21355	COG0160	E	Acetylornithine aminotransferase/4-aminobutyrate aminotransferase/amino acid racemase	Arginine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS21575	COG0160	E	Acetylornithine aminotransferase/4-aminobutyrate aminotransferase/amino acid racemase	Arginine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS21925	COG0160	E	Acetylornithine aminotransferase/4-aminobutyrate aminotransferase/amino acid racemase	Arginine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS03135	COG0161	H	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	Biotin biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS11310	COG0161	H	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	Biotin biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS13505	COG0161	H	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	Biotin biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS14550	COG0161	H	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	Biotin biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS19360	COG0161	H	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	Biotin biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS22950	COG0161	H	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	Biotin biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS26005	COG0161	H	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	Biotin biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS26995	COG0161	H	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	Biotin biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS02290	COG0162	J	Tyrosyl-tRNA synthetase	Aminoacyl-tRNA synthetases	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS02895	COG0163	H	Flavin prenyltransferase UbiX	Ubiquinone biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS08280	COG0164	L	Ribonuclease HII	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS00985	COG0165	E	Argininosuccinate lyase	Arginine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS09295	COG0166	G	Glucose-6-phosphate isomerase	Glycolysis	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS24510	COG0166	G	Glucose-6-phosphate isomerase	Glycolysis	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS10875	COG0167	F	Dihydroorotate dehydrogenase	Pyrimidine biosynthesis	3	METABOLISM	3	Nucleotide transport and metabolism	DCECFC
PP_RS20990	COG0167	F	Dihydroorotate dehydrogenase	Pyrimidine biosynthesis	3	METABOLISM	3	Nucleotide transport and metabolism	DCECFC
PP_RS20560	COG0168	P	Trk-type K+ transport system, membrane component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS23465	COG0168	P	Trk-type K+ transport system, membrane component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS00385	COG0169	E	Shikimate 5-dehydrogenase	Aromatic amino acid biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS12540	COG0169	E	Shikimate 5-dehydrogenase	Aromatic amino acid biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS13600	COG0169	E	Shikimate 5-dehydrogenase	Aromatic amino acid biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS15540	COG0169	E	Shikimate 5-dehydrogenase	Aromatic amino acid biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS19610	COG0169	E	Shikimate 5-dehydrogenase	Aromatic amino acid biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS25410	COG0171	H	NH3-dependent NAD+ synthetase	NAD biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS20805	COG0172	J	Seryl-tRNA synthetase	Aminoacyl-tRNA synthetases	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS06290	COG0173	J	Aspartyl-tRNA synthetase	Aminoacyl-tRNA synthetases	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS11300	COG0174	E	Glutamine synthetase	Glutamine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS16415	COG0174	E	Glutamine synthetase	Glutamine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS22830	COG0174	E	Glutamine synthetase	Glutamine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS23685	COG0174	E	Glutamine synthetase	Glutamine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS26315	COG0174	E	Glutamine synthetase	Glutamine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS27000	COG0174	E	Glutamine synthetase	Glutamine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS27010	COG0174	E	Glutamine synthetase	Glutamine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS27610	COG0174	E	Glutamine synthetase	Glutamine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS06745	COG0175	E	Phosphoadenylyl sulfate (PAPS) reductase/FAD synthetase or related enzyme	Cysteine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS06745	COG0175	H	Phosphoadenylyl sulfate (PAPS) reductase/FAD synthetase or related enzyme	Cysteine biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS12150	COG0175	E	Phosphoadenylyl sulfate (PAPS) reductase/FAD synthetase or related enzyme	Cysteine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS12150	COG0175	H	Phosphoadenylyl sulfate (PAPS) reductase/FAD synthetase or related enzyme	Cysteine biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS11245	COG0176	G	Transaldolase/fructose-6-phosphate aldolase	Pentose phosphate pathway	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS05685	COG0177	L	Endonuclease III	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS02560	COG0178	L	Excinuclease UvrABC ATPase subunit	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS15985	COG0178	L	Excinuclease UvrABC ATPase subunit	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS08795	COG0179	Q	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS16710	COG0179	Q	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS24065	COG0179	Q	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS26850	COG0179	Q	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS06785	COG0180	J	Tryptophanyl-tRNA synthetase	Aminoacyl-tRNA synthetases	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS00995	COG0181	H	Porphobilinogen deaminase	Heme biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS09075	COG0182	E	5-methylthioribose/5-deoxyribulose 1-phosphate isomerase (methionine salvage pathway), a paralog of eIF-2B alpha subunit	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS03065	COG0183	I	Acetyl-CoA acetyltransferase	Fatty acid biosynthesis	3	METABOLISM	3	Lipid transport and metabolism	DCCCFC
PP_RS07115	COG0183	I	Acetyl-CoA acetyltransferase	Fatty acid biosynthesis	3	METABOLISM	3	Lipid transport and metabolism	DCCCFC
PP_RS10655	COG0183	I	Acetyl-CoA acetyltransferase	Fatty acid biosynthesis	3	METABOLISM	3	Lipid transport and metabolism	DCCCFC
PP_RS11090	COG0183	I	Acetyl-CoA acetyltransferase	Fatty acid biosynthesis	3	METABOLISM	3	Lipid transport and metabolism	DCCCFC
PP_RS11485	COG0183	I	Acetyl-CoA acetyltransferase	Fatty acid biosynthesis	3	METABOLISM	3	Lipid transport and metabolism	DCCCFC
PP_RS17115	COG0183	I	Acetyl-CoA acetyltransferase	Fatty acid biosynthesis	3	METABOLISM	3	Lipid transport and metabolism	DCCCFC
PP_RS17480	COG0183	I	Acetyl-CoA acetyltransferase	Fatty acid biosynthesis	3	METABOLISM	3	Lipid transport and metabolism	DCCCFC
